Datetime,AG,AL,AU,A,CF,CU,C,MA,PM,RU,SC,SN,SR,Y
05/03/2015,4952,10585,310.92999999999984,3651,16875,40230,2218,2914,2928,30985,,,5082,3248
06/03/2015,4945,10550,310.27999999999986,3644,16875,39930,2216,2910,2928,30875,,,5079,3160
09/03/2015,4883,10550,305.17999999999984,3665,16825,40030,2214,2939,2928,30990,,,4911,3184
10/03/2015,4837,10525,302.77999999999986,3591,16790,39960,2234,2893,2928,30665,,,4935,3128
11/03/2015,4863,10510,303.52999999999986,3656,16780,39810,2236,2869,2928,30880,,,4940,3132
12/03/2015,4866,10730,303.67999999999984,3642,16860,40290,2237,2945,2928,31040,,,5035,3138
13/03/2015,4855,10720,302.47999999999985,3626,16855,40570,2233,2912,2928,30910,,,5065,3112
16/03/2015,4882,10710,303.27999999999986,3652,16850,40540,2224,2894,2928,30755,,,5051,3042
17/03/2015,4856,10700,301.52999999999986,3641,16805,40160,2226,2854,2928,30730,,,5055,3070
18/03/2015,4833,10750,298.92999999999984,3642,16735,39350,2213,2791,2928,30670,,,4997,3026
19/03/2015,4915,10900,303.02999999999986,3649,16695,39450,2211,2789,2928,30715,,,4991,3108
20/03/2015,4929,10875,302.67999999999984,3646,16675,39770,2210,2797,2928,30735,,,4983,3076
23/03/2015,5047,10890,305.3799999999999,3636,16805,41420,2231,2804,2928,31165,,,5064,3116
24/03/2015,5083,10910,306.3799999999999,3633,16830,41580,2235,2904,2928,31225,,,5239,3134
25/03/2015,5065,10910,306.42999999999984,3546,16740,41410,2218,2870,2928,31105,,,5209,3108
26/03/2015,5105,10895,309.17999999999984,3532,16705,41660,2212,2903,2928,31240,,,5231,3136
27/03/2015,5080,10925,308.52999999999986,3504,16775,41500,2211,2862,2928,30990,,87110,5292,3100
30/03/2015,5028,10905,305.67999999999984,3500,16665,41560,2206,2841,2928,30815,,85920,5365,3036
31/03/2015,4969,10965,303.1299999999999,3488,16580,41080,2201,2875,2928,30715,,86000,5348,3016
01/04/2015,4978,10965,303.6299999999999,3507,16500,40990,2197,2881,2928,30770,,85750,5399,3024
02/04/2015,5032,10965,308.22999999999985,3491,16495,41250,2199,2937,2928,30945,,86460,5407,3058
03/04/2015,5008,10970,307.02999999999986,3470,16450,41010,2192,2873,2928,30950,,86690,5372,3062
07/04/2015,5026,11005,309.17999999999984,3428,16400,41210,2189,2901,2928,31055,,86700,5347,3112
08/04/2015,5029,10980,309.02999999999986,3430,16540,41190,2189,2900,2966,30805,,85710,5397,3078
09/04/2015,4917,10850,305.77999999999986,3424,16530,41040,2187,2870,2934,30475,,84630,5395,3030
10/04/2015,4911,10860,305.52999999999986,3437,16420,41260,2205,2847,2888,30525,,83830,5431,3032
13/04/2015,4950,10700,307.92999999999984,3502,16450,41410,2208,2887,2938,30830,,83780,5505,3116
14/04/2015,4914,10615,305.42999999999984,3633,16480,40590,2182,2885,2924,30845,,80140,5527,3096
15/04/2015,4923,10655,305.3799999999999,3646,16450,40730,2169,2888,2980,30820,,81690,5520,3234
16/04/2015,4964,10775,307.02999999999986,3640,16565,41070,2164,2991,2980,30935,,80720,5501,3248
17/04/2015,4936,10785,306.1299999999999,3588,16515,41420,2194,3024,2980,30900,,77840,5594,3224
20/04/2015,4966,10705,308.02999999999986,3548,16535,41600,2172,3058,2983,30890,,79280,5598,3302
21/04/2015,4899,10690,305.17999999999984,3608,16590,41100,2169,3024,2908,31405,,79390,5591,3350
22/04/2015,4919,10745,306.47999999999985,3708,16815,41040,2177,3016,2908,31400,,80780,5630,3316
23/04/2015,4865,10785,302.67999999999984,3702,16595,40720,2186,3004,2919,31510,,81140,5534,3338
24/04/2015,4888,10805,304.17999999999984,3765,16725,41040,2180,3041,2919,31635,,81780,5585,3336
27/04/2015,4885,10935,301.82999999999987,3774,16930,41610,2181,3060,2919,32370,,85800,5572,3362
28/04/2015,5011,10895,306.02999999999986,3768,16905,41620,2159,3058,2919,32455,,85240,5552,3342
29/04/2015,5012,10880,307.72999999999985,3773,16855,41610,2162,3016,2992,32235,,83210,5554,3312
30/04/2015,5012,10920,306.47999999999985,3868,16900,42120,2177,3042,2992,32645,,85480,5525,3360
04/05/2015,4977,10995,302.82999999999987,3820,17100,43590,2173,3033,2992,33180,,86640,5507,3470
05/05/2015,4993,10945,303.77999999999986,3820,17015,43610,2174,3034,2992,33180,,86520,5574,3542
06/05/2015,5010,11155,305.02999999999986,3854,17030,44010,2174,3060,3006,33170,,91240,5605,3610
07/05/2015,4974,11035,302.72999999999985,3841,16850,43740,2175,3013,3006,32880,,89870,5587,3554
08/05/2015,4986,11030,303.22999999999985,3828,16750,43850,2173,2981,2900,32825,,89200,5522,3478
11/05/2015,4989,11055,303.32999999999987,3910,16820,43670,2176,2985,2811,32935,,90240,5565,3584
12/05/2015,4963,10890,302.77999999999986,3909,16675,43710,2174,2972,2909,32805,,87810,5536,3554
13/05/2015,5039,10955,304.8799999999999,3915,16650,44140,2191,2976,2874,32885,,88540,5569,3552
14/05/2015,5127,10905,309.32999999999987,3907,16730,43950,2189,2962,2830,32415,,87340,5543,3548
15/05/2015,5143,10910,309.6299999999999,3910,16740,43920,2191,2971,2824,32495,,86940,5525,3544
18/05/2015,5211,10860,311.3799999999999,3906,16770,43990,2185,2959,2824,32660,,87090,5546,3528
19/05/2015,5161,10810,309.92999999999984,3870,16635,43590,2193,2907,2872,32515,,85980,5538,3436
20/05/2015,5046,10745,306.42999999999984,3843,16500,42640,2182,2902,2883,31790,,83690,5411,3338
21/05/2015,5075,10820,307.27999999999986,3843,16565,43000,2183,2927,2883,31985,,87030,5455,3368
22/05/2015,5080,10790,306.77999999999986,3995,16515,42990,2177,2939,2883,32070,,85820,5486,3370
25/05/2015,5063,10755,306.3799999999999,3964,16475,42590,2154,2933,2883,32130,,85430,5440,3336
26/05/2015,5016,10775,304.67999999999984,3963,16545,42400,2145,2927,2883,32545,,86110,5459,3426
27/05/2015,5024,10730,303.27999999999986,3936,16555,42300,2122,2934,2883,32725,,84400,5480,3420
28/05/2015,5016,10710,303.2299999999999,3941,16565,42250,2138,2924,2883,32875,,84800,5494,3418
29/05/2015,5014,10760,302.9799999999999,3957,16615,42300,2147,2948,2883,33185,,84000,5522,3402
01/06/2015,5006,10710,302.7299999999999,3871,16620,41650,2137,2943,2883,32925,,83960,5524,3520
02/06/2015,5023,10690,303.02999999999986,3899,16580,41690,2145,2938,2883,32905,,84360,5593,3576
03/06/2015,5027,10675,303.32999999999987,3908,16605,41530,2124,2920,2883,32560,,83520,5574,3496
04/06/2015,4978,10640,301.3799999999999,3875,16565,41400,2060,2918,2883,32665,,82640,5602,3486
05/06/2015,4923,10545,300.52999999999986,3804,16550,40810,2050,2905,2883,32525,,82100,5561,3472
08/06/2015,4931,10485,299.8799999999999,3796,16540,41160,2058,2924,2883,32450,,82540,5561,3444
09/06/2015,4925,10485,300.77999999999986,3794,16535,41250,2060,2928,2883,32450,,82920,5549,3386
10/06/2015,4933,10465,301.82999999999987,3810,16545,41370,2054,2953,2883,32600,,83280,5554,3406
11/06/2015,4917,10370,302.27999999999986,3804,16340,41230,2055,2909,2883,32660,,83260,5530,3428
12/06/2015,4921,10290,301.67999999999984,3710,16235,40490,2045,2913,2883,32060,,81540,5481,3330
15/06/2015,4913,10210,301.92999999999984,3696,16175,40210,2040,2936,2883,32070,,81000,5370,3336
16/06/2015,4936,10240,302.7299999999999,3739,16220,40150,2053,2983,2883,32190,,79620,5310,3412
17/06/2015,4902,10210,300.82999999999987,3789,16250,39810,2066,2986,2883,32075,,79570,5282,3414
18/06/2015,4945,10210,302.4799999999999,3790,16205,40080,2065,2960,2883,31860,,80350,5302,3344
19/06/2015,4932,10225,304.7299999999999,3785,16210,39820,2061,2985,2833,31900,,81610,5254,3340
23/06/2015,4906,10295,302.02999999999986,3814,16220,39910,2071,2955,2833,32055,,81940,5318,3356
24/06/2015,4864,10315,300.77999999999986,3772,16225,40190,2057,2979,2833,32010,,81020,5318,3368
25/06/2015,4853,10275,300.42999999999984,3767,16195,39920,2052,2971,2833,31545,,79300,5311,3356
26/06/2015,4815,10280,299.52999999999986,3744,16250,40300,2040,2985,2833,31555,,78380,5313,3322
29/06/2015,4839,10255,301.42999999999984,3725,16290,40560,2017,2959,2833,31505,,77560,5411,3274
30/06/2015,4805,10145,300.2299999999999,3676,16235,40150,1994,2957,2833,30975,,73840,5388,3208
01/07/2015,4796,10020,299.8799999999999,3734,16345,40030,2022,2951,2833,31400,,74540,5418,3354
02/07/2015,4788,10190,298.07999999999987,3705,16350,40260,2020,2960,2833,31480,,76410,5352,3304
03/07/2015,4823,10195,298.8799999999999,3695,16375,40440,2024,2943,2833,31390,,76440,5324,3326
06/07/2015,4798,10020,298.52999999999986,3634,16235,38790,2022,2909,2833,30910,,74790,5334,3218
07/07/2015,4798,9950,299.07999999999987,3591,16125,37840,2006,2825,2833,30690,,75630,5347,3170
08/07/2015,4595,9565,293.8799999999999,3450,15670,36130,1968,2704,2833,30085,,69660,5135,2966
09/07/2015,4740,9910,297.57999999999987,3630,15970,38530,1956,2820,2739,30410,,75510,5149,3040
10/07/2015,4744,9930,297.3799999999999,3729,16025,38420,1959,2854,2836,30340,,75460,5160,3164
13/07/2015,4743,9915,297.32999999999987,3725,15915,38190,1966,2824,2836,30325,,73860,5167,3136
14/07/2015,4707,9925,295.4799999999999,3733,15825,38340,1961,2784,2836,30295,,75940,5162,3220
15/07/2015,4709,9955,295.67999999999984,3694,15775,38810,1965,2780,2836,30380,,76340,5142,3182
16/07/2015,4658,10065,293.67999999999984,3670,15725,38740,2009,2759,2836,30435,,76000,5050,3150
17/07/2015,4641,10040,293.4799999999999,3666,15720,38540,2058,2772,2836,30320,,77140,5082,3116
20/07/2015,4618,9980,287.82999999999987,3611,15785,37860,2041,2786,2836,30375,,78180,5109,3138
21/07/2015,4614,9965,285.2299999999999,3611,15785,38140,2045,2757,2836,30580,,77650,5080,3180
22/07/2015,4600,9855,282.82999999999987,3605,15755,37210,2055,2778,2739,30375,,75450,5059,3166
23/07/2015,4615,9855,283.27999999999986,3614,15750,37240,2071,2755,2739,30395,,75590,4952,3096
24/07/2015,4578,9770,281.4799999999999,3627,15805,36110,2050,2727,2739,29820,,74860,4959,3074
27/07/2015,4598,9745,285.8799999999999,3591,15770,36330,2027,2654,2739,29555,,74820,4889,2982
28/07/2015,4580,9795,283.92999999999984,3634,15865,36390,2040,2658,2739,29760,,76470,4909,2966
29/07/2015,4594,9845,284.02999999999986,3698,15820,37160,2046,2650,2739,29795,,78420,4948,2994
30/07/2015,4582,9775,281.2299999999999,3696,15810,36910,2031,2655,2739,29795,,76830,5059,2980
31/07/2015,4578,9755,280.32999999999987,3712,15695,36600,2046,2649,2739,29720,,76610,5044,2976
03/08/2015,4605,9595,283.77999999999986,3686,15730,36220,2046,2568,2739,29515,,75370,4937,2894
04/08/2015,4567,9645,281.4799999999999,3719,15690,36540,2050,2532,2739,29390,,75400,4969,2938
05/08/2015,4558,9620,281.32999999999987,3713,15600,36470,2046,2557,2739,29355,,74140,4984,2988
06/08/2015,4567,9525,280.8799999999999,3795,15445,36400,2041,2495,2739,29180,,74000,4858,2924
07/08/2015,4601,9460,283.3799999999999,3789,15475,36320,2027,2511,2739,29210,,74060,4804,2986
10/08/2015,4622,9465,283.7299999999999,3825,15445,36340,2040,2537,2739,29350,,74460,4759,3022
11/08/2015,4720,9540,288.4799999999999,3843,15515,37410,2038,2567,2655,29275,,75140,4878,3104
12/08/2015,4885,9635,297.6299999999999,3852,15495,37700,2045,2582,2747,29410,,75050,4893,3154
13/08/2015,4872,9640,296.42999999999984,3808,15725,37930,2049,2647,2747,29590,,74440,5068,3096
14/08/2015,4860,9610,295.02999999999986,3823,15665,37600,2047,2601,2747,29380,,73850,5039,3020
17/08/2015,4819,9570,295.02999999999986,3836,15725,37500,2069,2579,2747,29250,,74040,5126,3076
18/08/2015,4807,9495,294.6299999999999,3777,15670,37140,2069,2528,2747,29125,,73810,5079,3028
19/08/2015,4778,9465,295.7299999999999,3789,15810,37100,2065,2545,2747,29175,,73930,5086,3050
20/08/2015,4844,9535,299.1299999999999,3743,15725,36970,2043,2512,2747,28980,,73590,5039,3012
21/08/2015,4858,9490,302.9799999999999,3745,15605,37290,2033,2518,2747,29135,,72030,5043,3056
24/08/2015,4786,9330,302.17999999999984,3661,15540,36630,2021,2444,2747,28420,,68630,4820,2836
25/08/2015,4726,9370,301.67999999999984,3674,15475,37170,2052,2389,2747,28395,,67410,4854,2694
26/08/2015,4677,9355,298.9799999999999,3668,15420,37190,2051,2361,2747,28270,,66860,4862,2734
27/08/2015,4639,9385,296.92999999999984,3683,15515,37240,2044,2419,2747,28540,,66760,4924,2806
28/08/2015,4698,9430,297.42999999999984,3620,15475,37780,2038,2467,2747,28665,,67650,5014,2900
31/08/2015,4691,9375,297.7299999999999,3624,15420,37700,1969,2404,2747,28530,,66150,4968,2870
01/09/2015,4692,9310,298.92999999999984,3645,15520,37650,1973,2411,2652,28550,,66470,4877,2884
02/09/2015,4683,9335,298.77999999999986,3653,15545,37510,1980,2412,2652,28320,,66250,4907,2852
07/09/2015,4678,9370,294.92999999999984,3592,15565,37870,1976,2394,2692,28510,,66650,4986,2810
08/09/2015,4682,9400,294.42999999999984,3611,15545,38030,1994,2413,2692,28700,,66800,5022,2886
09/09/2015,4691,9545,295.07999999999987,3587,15610,39640,1993,2419,2692,28725,,67050,5027,2896
10/09/2015,4692,9495,291.9799999999999,3622,15655,39560,1994,2432,2692,28865,,67650,5233,2932
11/09/2015,4687,9530,291.77999999999986,3634,15610,39660,1998,2436,2692,28960,,68250,5231,2918
14/09/2015,4661,9495,291.42999999999984,3608,15580,39120,1988,2395,2692,28770,,67340,5226,2918
15/09/2015,4646,9385,291.4799999999999,3603,15575,38820,1987,2392,2630,28600,,66680,5194,2894
16/09/2015,4666,9420,291.4799999999999,3629,15535,39450,1999,2414,2627,28830,,67410,5219,2908
17/09/2015,4725,9440,294.1299999999999,3614,15500,39490,1980,2430,2656,28745,,67070,5210,2876
18/09/2015,4753,9490,295.4799999999999,3592,15460,39210,1909,2422,2656,28655,,66520,5159,2868
21/09/2015,4778,9375,297.8799999999999,3563,15455,38840,1929,2437,2656,28740,,65770,5212,2874
22/09/2015,4766,9355,296.6299999999999,3535,15430,38420,1912,2450,2656,28595,,64270,5227,2816
23/09/2015,4716,9270,295.77999999999986,3528,15545,37430,1913,2484,2656,28590,,64020,5268,2784
24/09/2015,4727,9265,297.67999999999984,3509,15585,37350,1909,2467,2656,28600,,63960,5320,2818
25/09/2015,4750,9290,299.3799999999999,3491,15435,37500,1912,2444,2656,28765,,64200,5294,2900
28/09/2015,4713,9215,296.92999999999984,3478,15200,36780,1903,2436,2656,28680,,62620,5340,2934
29/09/2015,4645,9125,294.42999999999984,3537,15240,36250,1874,2406,2656,28355,,62320,5275,2854
30/09/2015,4651,9145,293.17999999999984,3511,15330,36980,1872,2403,2654,28380,,62320,5354,2898
08/10/2015,4826,8955,297.07999999999987,3367,15315,37530,1874,2462,2654,28490,,63350,5402,2934
09/10/2015,4828,9065,297.2299999999999,3352,15285,38700,1873,2523,2653,28955,,64320,5420,3012
12/10/2015,4848,9080,300.42999999999984,3420,15255,38760,1864,2528,2653,28900,,64230,5384,3120
13/10/2015,4807,8965,298.6299999999999,3416,15270,38360,1843,2512,2653,28920,,63780,5387,3140
14/10/2015,4837,8800,302.52999999999986,3448,15295,38240,1870,2496,2660,28810,,62730,5380,3126
15/10/2015,4836,8760,303.82999999999987,3435,15105,38630,1874,2483,2650,28825,,64820,5399,3142
16/10/2015,4808,8660,303.1299999999999,3409,15015,38150,1887,2453,2642,28710,,63680,5310,3132
19/10/2015,4794,8555,302.3799999999999,3403,14925,37990,1874,2436,2642,28465,,63230,5268,3088
20/10/2015,4799,8475,302.1299999999999,3394,14970,37810,1865,2423,2637,28475,,63410,5307,3032
21/10/2015,4777,8290,302.3799999999999,3374,15000,37520,1876,2406,2604,28245,,63640,5317,3058
22/10/2015,4792,8170,301.57999999999987,3433,15090,37880,1876,2410,2628,28310,,63720,5303,3164
23/10/2015,4827,8070,303.07999999999987,3429,15110,38310,1877,2383,2626,28410,,63710,5306,3096
26/10/2015,4794,7915,300.8799999999999,3369,15100,37670,1900,2371,2657,28080,,62670,5261,3042
27/10/2015,4797,7975,301.1299999999999,3376,15150,37920,1912,2364,2699,27905,,62420,5283,3066
28/10/2015,4812,7740,302.6299999999999,3343,15100,37540,1895,2360,2610,27930,,60290,5292,3018
29/10/2015,4796,7795,299.92999999999984,3349,15095,37640,1894,2363,2610,28020,,59750,5259,3028
30/10/2015,4765,7800,297.02999999999986,3345,15135,37480,1883,2346,2610,27910,,58570,5227,3030
02/11/2015,4749,7765,295.67999999999984,3339,15215,37210,1889,2371,2637,27990,,58830,5199,3064
03/11/2015,4744,7825,294.7299999999999,3342,15145,37130,1909,2355,2645,27715,,58440,5192,3024
04/11/2015,4723,7960,291.42999999999984,3351,15165,37540,1905,2397,2622,27805,,58230,5252,3106
05/11/2015,4677,8010,289.57999999999987,3340,15080,36930,1911,2376,2579,27640,,58430,5200,3100
06/11/2015,4682,7995,289.9799999999999,3348,15020,36740,1920,2401,2636,27645,,56980,5163,3024
09/11/2015,4647,8000,286.82999999999987,3325,15130,36330,1966,2391,2620,27600,,56780,5160,3016
10/11/2015,4617,7720,286.9799999999999,3317,15185,36280,1921,2388,2620,27840,,55990,5090,3036
11/11/2015,4621,7485,287.02999999999986,3331,15140,35810,1918,2360,2620,27775,,55260,5107,2930
12/11/2015,4614,7580,286.17999999999984,3354,15160,36020,1947,2373,2620,27860,,56100,5126,2960
13/11/2015,4609,7600,285.1299999999999,3366,15260,34940,1945,2404,2620,27970,,55070,5151,2968
16/11/2015,4637,7555,288.57999999999987,3260,15240,34740,1933,2376,2620,27620,,54920,5137,2942
17/11/2015,4586,7520,284.32999999999987,3247,15390,33680,1950,2390,2620,27620,,53820,5148,2986
18/11/2015,4592,7475,282.92999999999984,3259,15365,33590,1949,2327,2620,27580,,53220,5049,2960
19/11/2015,4594,7270,284.2299999999999,3171,15240,33480,1934,2323,2620,27400,,50860,5075,2930
20/11/2015,4602,7385,285.7299999999999,3146,15320,33620,1917,2292,2620,27440,,50340,5106,3010
23/11/2015,4526,7320,282.77999999999986,3185,15230,32220,1929,2218,2620,27495,,46570,5233,3010
24/11/2015,4529,7220,282.92999999999984,3238,15270,32560,1931,2294,2620,27495,,46480,5299,3200
25/11/2015,4554,7315,284.77999999999986,3211,15215,33330,1942,2327,2637,27665,,48540,5316,3210
26/11/2015,4564,7650,283.3799999999999,3250,15190,33920,1945,2337,2650,27925,,49450,5332,3266
27/11/2015,4535,7875,282.77999999999986,3220,15055,34130,1972,2343,2684,27840,,49990,5297,3300
30/11/2015,4508,7560,278.9799999999999,3251,15065,33520,1966,2323,2674,27700,,50060,5260,3242
01/12/2015,4547,7620,283.9799999999999,3261,15085,33860,1960,2358,2681,27975,,50480,5286,3302
02/12/2015,4542,7700,282.7299999999999,3237,15105,33670,1967,2339,2681,28205,,50930,5341,3346
03/12/2015,4512,7690,279.82999999999987,3280,14950,33170,1974,2315,2681,28040,,49300,5307,3334
04/12/2015,4541,7780,281.77999999999986,3273,14955,33390,1967,2311,2681,28010,,48980,5259,3330
07/12/2015,4626,7800,287.3799999999999,3292,15030,34110,1942,2329,2730,28285,,50980,5311,3420
08/12/2015,4587,7840,285.1299999999999,3240,14835,33490,1942,2281,2721,28020,,49670,5251,3310
09/12/2015,4584,7965,286.1299999999999,3232,14860,33790,1946,2296,2721,28025,,49650,5202,3230
10/12/2015,4580,7885,285.52999999999986,3223,14690,33700,1962,2296,2751,27780,,49970,5188,3216
11/12/2015,4585,8175,285.77999999999986,3223,14825,34740,1962,2322,2811,28055,,51740,5286,3242
14/12/2015,4566,8100,286.77999999999986,3170,14835,34910,1967,2337,2867,28050,,53980,5303,3232
15/12/2015,4547,8010,284.67999999999984,3144,14795,34400,1976,2336,2867,27940,,54040,5295,3218
16/12/2015,4558,7995,285.07999999999987,3174,14845,34230,1973,2342,2900,28000,,54600,5288,3204
17/12/2015,4575,8050,285.67999999999984,3193,14760,33920,1979,2322,2886,27925,,56640,5287,3166
18/12/2015,4560,8200,284.02999999999986,3219,14785,34590,1993,2339,2886,28090,,59380,5307,3188
21/12/2015,4614,8340,287.07999999999987,3242,14925,35020,2003,2361,2886,28575,,62480,5425,3274
22/12/2015,4620,8315,288.57999999999987,3199,14890,35130,1991,2359,2990,28515,,62570,5403,3284
23/12/2015,4611,8375,287.52999999999986,3206,14780,35160,1983,2374,2853,28485,,60100,5371,3278
24/12/2015,4625,8430,287.77999999999986,3194,14790,34950,1985,2383,2743,28410,,59680,5361,3276
25/12/2015,4635,8430,288.17999999999984,3161,14875,35120,1976,2381,2591,28450,,59530,5386,3294
28/12/2015,4610,8100,287.4799999999999,3092,14850,34520,1930,2351,2591,28155,,57620,5335,3238
29/12/2015,4619,8250,288.1299999999999,3115,14865,35070,1948,2397,2591,28340,,58500,5390,3312
30/12/2015,4615,8330,287.9799999999999,3124,14820,35250,1963,2404,2591,28430,,59810,5386,3372
31/12/2015,4596,8365,285.8799999999999,3113,14795,35440,1969,2407,2591,28360,,59270,5421,3378
04/01/2016,4611,8175,288.02999999999986,3096,14675,34850,1966,2391,2621,27980,,57610,5369,3312
05/01/2016,4619,8315,290.1299999999999,3107,14595,35390,1985,2414,2621,28010,,58900,5355,3356
06/01/2016,4620,8230,291.2299999999999,3089,14715,35120,2000,2411,2621,27890,,58620,5301,3274
